Username,Handle,Timestamp,Comments,Likes,Retweets,Text
José Carlos,@jcbandrade,2021-11-14T15:24:33.000Z,José CarlosMarmita gourmet financiada pela Lei Rouanet.,,,
Gaucho,@GauchoGuti,2021-11-14T15:16:31.000Z,"GauchoEm resposta a 
@amandamoraes500",,,
carlos motta,@carlosm10215187,2021-11-14T15:14:55.000Z,"carlos mottaPorque não fizeram campanha com os milhões roubados da Lei Rouanet?  Hora de devolver!
ACORDA BRASIL!",,,1
Rmm28,@Rmm282,2021-11-14T14:51:11.000Z,"Rmm28Em resposta a 
@MariaDo12931787
 @mfriasoficial
 e 
@FilhoTelmo",1,,1
Hora Brasília,@horabrasilia,2021-11-14T14:49:33.000Z,"Hora BrasíliaO Ministério Público Federal (MPF) informou ter acionado a Justiça para garantir que todos os eventos culturais com financiamento da Lei Rouanet possam exigir na entrada o passaporte sanitário que comprove a imunização contra a covid-19.

Link da matéria… https://instagr.am/p/CWQmbX4L7s7/",,,
Ieda Bonfim,@BonfimIeda,2021-11-14T14:48:20.000Z,"Ieda BonfimEm resposta a 
@mfriasoficial",,,1
Mara Moraes,@MaraMor24542674,2021-11-14T14:39:19.000Z,"Mara MoraesEm resposta a 
@mfriasoficial",,,
Zelia Araujo,@zeliadacosta22,2021-11-14T14:32:11.000Z,"Zelia AraujoEm resposta a 
@wander_fabricio",,,1
thatcher lingua ferina,@FerinaThatcher,2021-11-14T14:31:52.000Z,"thatcher lingua ferinaEm resposta a 
@mfriasoficial",,,
Gustavo Conink,@gconink,2021-11-14T14:25:14.000Z,"Gustavo ConinkEm resposta a 
@mfriasoficial
 e 
@dea_ln_",,,1
preibói,@Marada24060149,2021-11-14T14:22:49.000Z,"preibóiEm resposta a 
@andreporci",,,
Fernando Pallmeiras,@FPallmeiras,2021-11-14T14:17:31.000Z,"Fernando PallmeirasCultura: MPF aciona Justiça contra portaria de Mário Frias que proíbe passaporte da vacina

Ex-galã de novela que atua como secretário de Cultura de Bolsonaro proibiu que projetos financiados pela Lei Rouanet exijam comprovante de vacinação do público",1,3,9
Portal Realtime1,@realtimeum,2021-11-14T14:16:18.000Z,Portal Realtime1#Notícias: MPF quer derrubar portaria que desobriga ‘vacinados’ em eventos da Lei Rouanet. Acesse: https://cutt.ly/HTkLAyg,,,
Antonio Prestes,@acfprestes12,2021-11-14T14:09:14.000Z,"Antonio PrestesEm resposta a 
@roxmo",,,
Flávio Assis #Lula2022,@FlavioAssis68,2021-11-14T14:05:54.000Z,"Flávio Assis #Lula2022Em resposta a 
@PCdoB_Oficial",,,
Cleusa,@clusa_de,2021-11-14T14:03:10.000Z,"CleusaEm resposta a 
@mfriasoficial",,,
PCdoB,@PCdoB_Oficial,2021-11-14T13:52:36.000Z,PCdoBMPF vai à Justiça por passaporte sanitário em eventos da Lei Rouanet,1,1,12
Portal Vermelho,@portalvermelho,2021-11-14T13:52:35.000Z,Portal VermelhoMPF vai à Justiça por passaporte sanitário em eventos da Lei Rouanet,,1,4
Marcelo Ponciano,@MarceloeVaness1,2021-11-14T13:26:23.000Z,Marcelo PoncianoLei Rouanet ,,,
Orlando Ferreira,@orlandof2o,2021-11-14T13:26:14.000Z,"Orlando FerreiraEm resposta a 
@tatyaguiar17",,,
Marcelo Ponciano,@MarceloeVaness1,2021-11-14T13:26:01.000Z,"Marcelo PoncianoEm resposta a 
@mfriasoficial",,,
Rose Camargo,@RoseCamargo38,2021-11-14T13:16:23.000Z,"Rose CamargoEm resposta a 
@bibonunes1",,,
Walter da Silva Filho,@Walterd88306406,2021-11-14T13:14:43.000Z,"Walter da Silva FilhoEm resposta a 
@UOL",1,,2
Anderson Nascimento,@anderson_ajon,2021-11-14T12:57:27.000Z,"Anderson NascimentoEm resposta a 
@mfriasoficial",,,
ELIO F ANNUNCIACAO,@AnnunciacaoF,2021-11-14T12:44:29.000Z,"ELIO F ANNUNCIACAOEm resposta a 
@mfriasoficial",,,
Eugênio Apolinário,@eugeniocramos,2021-11-14T12:43:42.000Z,"Eugênio ApolinárioEm resposta a 
@GuilhermeBoulos",,,
Sonia Polli,@SoniaPolli,2021-11-14T12:38:44.000Z,"Sonia PolliEm resposta a 
@roxmo",,,
NAn__.,@Eronanyn,2021-11-14T12:30:00.000Z,"NAn__.Em resposta a 
@JorgeFlaMalvado
 @ninoarruda
 e 
@Rconstantino",,,
"José Godói , L. A. de",@josegodoi,2021-11-14T12:29:59.000Z,"José Godói , L. A. deConfira o vídeo de solrac175! #TikTok https://vm.tiktok.com/ZM8VpnS58/ lei rouanet enricou muitos globais",,,
Luiz M Piacentini,@PiacentiniM,2021-11-14T12:29:28.000Z,"Luiz M PiacentiniEm resposta a 
@BolsonaroSP",,,
Marcio Cristian,@MarcioC25537551,2021-11-14T12:20:42.000Z,"Marcio CristianEm resposta a 
@BolsonaroSP
 e 
@mfriasoficial",,,
rafaeldossantos1212@gmail.com,rafaeldossantos1212@gmail.com,2021-11-14T12:14:28.000Z,"rafaeldossantos1212@gmail.comEm resposta a 
@Olliveirakevin
 @GuilhermeBoulos
 e 
@O_acarajazz",,,1
Roseni,@Roseni__,2021-11-14T12:03:06.000Z,"RoseniRejeição a Bolsonaro pelos jornalecos 
@UOL
 @folha
 @VEJA
 @globo
 @brasil247
 @Estadao
 e também pelos mamadores da lei Rouanet 
@danielamercury
 @gilbertogil
 @PretaGil
 @fafadbelem
 @zeliaduncan
 @brunogagliasso
 @caetanoveloso
   Maria Flor, 
@angeladip
 e outros... Vcs não são a maioria! ",4,2,7
Jannis pin,@jannispin,2021-11-14T11:32:58.000Z,"Jannis pinEm resposta a 
@domlancellotti",,,
Wilson BOLSONARO 2022,@jwilsao,2021-11-14T11:32:07.000Z,"Wilson BOLSONARO 2022Em resposta a 
@marcelloneves72",,,
Jornal MovNews,@jornalmovnews,2021-11-14T11:30:27.000Z,Jornal MovNewsMPF vai à Justiça por passaporte sanitário em eventos da Lei Rouanet,,,
Bruno Ferreira da Silva,@joniferguim,2021-11-14T11:28:27.000Z,"Bruno Ferreira da SilvaEm resposta a 
@senadorhumberto",,,
iBahia,@iBahia,2021-11-14T11:21:03.000Z,iBahiaMinistério Público vai à Justiça por passaporte sanitário em eventos da Lei Rouanet https://glo.bo/3Djgn2i . Confira no link ,,,
José Carlos Carvalho Carlos,@JosCarl82331489,2021-11-14T11:19:50.000Z,"José Carlos Carvalho CarlosEm resposta a 
@BolsonaroSP",,,
Cidinha Signorelli,@CidinhaSignore3,2021-11-14T11:09:56.000Z,"Cidinha SignorelliA FALTA DO DINHEIRO DA LEI ROUANET PROVOCA ESSE DISTÚRBIO CEREBRAL.
“QUEM NÃO TEM COMPETÊNCIA, NÃO SE ESTABELECE”!",,,
Fabiano,@qslinho,2021-11-14T10:58:31.000Z,FabianoNão globeleza...ele só acabou com a lei rouanet.o resto veio de consequência .a teta secou e vcs que mamavam agora só sabem chorar.,,,1
veloso,@veloso32287232,2021-11-14T10:46:32.000Z,"velosoEm resposta a 
@silvionavarro",,,
Tulio Henrique .'.,@TulioHe95287973,2021-11-14T10:34:13.000Z,"Tulio Henrique .'. Ministério Público Federal (MPF) vai à Justiça por passaporte sanitário em eventos da Lei Rouanet; de acordo com portaria da Secretaria de Cultura, projetos que se candidatarem à aprovação pela Rouanet não podem exigir comprovante de vacinação para entrada de público",,,1
Jo Reis,@JoReis83580895,2021-11-14T10:32:05.000Z,"Jo ReisEm resposta a 
@mfriasoficial",,,
Freu Rodrigues,@freu_rodrigues,2021-11-14T10:31:25.000Z,"Freu RodriguesO problema não é comer camarão. O problema é querer surfar sobre o vitimismo, querer insinuar que é humilde, que é povão... E achar que o povo é bobo que não vê a verdadeira face do lei ROUANET.",27,638,3 mil
Manoel Carvalho,@nelcarvalho,2021-11-14T10:30:45.000Z,"Manoel CarvalhoEm resposta a 
@OniRocha
 @LeonardoBoff
 e 
@AntnioM85638126",,,
Douglas Cristiano,@Dougz_CR,2021-11-14T10:30:14.000Z,"Douglas CristianoEm resposta a 
@juliocsola
 e 
@roxmo",11,,17
Regina dos Santos Carvalho,@Reginad60709326,2021-11-14T10:26:11.000Z,"Regina dos Santos CarvalhoEm resposta a 
@mfriasoficial",,,
ariett,@ariett,2021-11-14T10:05:39.000Z,"ariettEm resposta a 
@Suelem95001897
 e 
@taoquei1",,,2
Francisco Stama,@Franstama,2021-11-14T09:46:45.000Z,"Francisco StamaEm resposta a 
@PacoBelmonte_",,,
Mirian Meireles Matsumoto,@MirianMatsumoto,2021-11-14T09:44:30.000Z,"Mirian Meireles MatsumotoEm resposta a 
@mfriasoficial",,,
nelson barenho,@nelsonbarenho,2021-11-14T09:15:06.000Z,"nelson barenhoEm resposta a 
@mfriasoficial",,,
O Alto Acre,@oaltoacre,2021-11-14T08:12:44.000Z,O Alto AcreMPF vai à Justiça por passaporte sanitário na Lei Rouanet,,,
Marcus Cordeiro,@marcus_cordeiro,2021-11-14T07:05:32.000Z,"Marcus CordeiroEm resposta a 
@IzabelleFores",,,
ZAFIRA,@zafira_zarca,2021-11-14T05:56:17.000Z,"ZAFIRAEm resposta a 
@FHC",,,
Jeffnegrodrama,@jeffnegrodrama,2021-11-14T05:55:35.000Z,"JeffnegrodramaEm resposta a 
@EsterBAbrahao",1,,
Diário Popular,@diariopopularRS,2021-11-14T05:05:01.000Z,"Diário PopularMinistério Público judicializa passaporte sanitário para eventos da Lei Rouanet

Procuradora pede reversão de portaria do Ministério da Cultura.
Acesse https://mla.bs/e5184360

(Foto: Divulgação - DP) #JDPCultura",,,2
Nuno Pedro,@estalindo_1st,2021-11-14T05:00:25.000Z,"Nuno PedroEm resposta a 
@mfriasoficial",,,
Luz,@Luzitx,2021-11-14T04:58:06.000Z,"LuzAinda questionam o motivo de 2 lendas da cultura brasileira agora serem membros da ABL, afirmam q o dinheiro vem da União e q saem do bolso deles, querem acabar c/ a ABL e q só aceitaram a ""indicação"" pq perderam a mamata da lei Rouanet. Não sei se rio, se explico, ou se choro.",,,
Marcelo Villaboim Carvalho,@mvc1961,2021-11-14T04:36:03.000Z,"Marcelo Villaboim CarvalhoEm resposta a 
@BolsonaroSP",,,
Zorro no Arkham,@Zorro_no_Arkham,2021-11-14T04:33:09.000Z,"Zorro no ArkhamEm resposta a 
@silvionavarro",,,
Miau,@Miaugata3,2021-11-14T04:15:07.000Z,"Miau@WagnerMouraTv
 o ex mamador da lei rouanet no Altas Horas.
Altas Horas deveria respeitar o telespectador e não convidar lixo comunista caviar.
Depois a Globolixo reclama que ta falindo.",,,
Krica,@Krica77874853,2021-11-14T04:09:44.000Z,KricaCoitada dessa moça. Ele destruiu o sonho dela de continuar mamando na lei Rouanet.,,,
Gustav,@charizardkaji,2021-11-14T03:43:29.000Z,"GustavEm resposta a 
@silvionavarro",,,
Harley Oliveira,@HarleyO33438391,2021-11-14T03:38:30.000Z,"Harley OliveiraEm resposta a 
@silvionavarro",,,
Sheila França,@SheilaF67047068,2021-11-14T03:23:21.000Z,"Sheila FrançaEm resposta a 
@viclucchesi",1,,4
biabena@gmail.com,biabena@gmail.com,2021-11-14T03:10:09.000Z,"biabena@gmail.comEm resposta a 
@CarlosBolsonaro
 e 
@mfriasoficial",,,
biabena@gmail.com,biabena@gmail.com,2021-11-14T03:07:10.000Z,"biabena@gmail.comEm resposta a 
@BolsonaroSP",,,
Jorge Alberto,@JorgeFlaMalvado,2021-11-14T03:05:54.000Z,"Jorge AlbertoEm resposta a 
@ninoarruda
 @Eronanyn
 e 
@Rconstantino",1,,
Paulo Ferro,@PauloFe98389422,2021-11-14T03:05:30.000Z,"Paulo FerroEm resposta a 
@leticiaspiller
 e 
@gilbertogil",,,
Ricardo Suruagy,@suruagymotta,2021-11-14T03:02:11.000Z,"Ricardo SuruagyMPF vai à Justiça por passaporte sanitário em eventos da Lei Rouanet - Diário do Poder.                       PARA  PREJUDICAR  , é rapidinho !",,3,10
Paulo Ferro,@PauloFe98389422,2021-11-14T02:59:28.000Z,"Paulo FerroEm resposta a 
@JornalOGlobo",,,1
Miguel Reis Junior R,@thereisjunior,2021-11-14T02:56:40.000Z,"Miguel Reis Junior RDestruiu a sua lei Rouanet sua comunista palhaça, vai fazer novela na Globo lixo ,vá chorar numa c...",,,
Paula Braccho,@paolinhabraccho,2021-11-14T02:46:27.000Z,"Paula BracchoEm resposta a 
@EsterBAbrahao",1,,1
Imirante.com,@imirante,2021-11-14T02:41:24.000Z,"Imirante.comMPF vai à Justiça por passaporte sanitário em eventos da Lei Rouanet http://imirante.com/528734

(Foto: Tânia Rêgo / Agência Brasil)",,,2
Thiago M.,@tystnadsorg,2021-11-14T02:37:28.000Z,"Thiago M.Soube que o MTST e a cúpula do PT tavam no Itaim alimentando Wagner Moura e toda equipe do tropa de elite jantando no Camarões com fundos da Lei Rouanet, isso mesmo?",2,,4
Alexia Motta,@Alex22169797,2021-11-14T02:35:50.000Z,"Alexia MottaEm resposta a 
@mfriasoficial",2,,1
Paulo Ferro,@PauloFe98389422,2021-11-14T02:35:26.000Z,"Paulo FerroEm resposta a 
@flferronato",,,
Reginaldo Pinheiro,@Reginal24120647,2021-11-14T01:55:48.000Z,"Reginaldo PinheiroEm resposta a 
@EsterBAbrahao",,,1
Cleide Ramos,@cberilramos,2021-11-14T01:50:48.000Z,"Cleide RamosEm resposta a 
@mfriasoficial",,,
inesbelgo@hotmail.com Belgo,inesbelgo@hotmail.com Belgo,2021-11-14T01:50:06.000Z,"inesbelgo@hotmail.com BelgoEm resposta a 
@BolsonaroSP",,,
Ione Oliveira Costa,@ioneocosta,2021-11-14T01:49:10.000Z,"Ione Oliveira CostaEm resposta a 
@DepSanderson",,,1
Magalí cunha,@EK40fZtwW5KneAM,2021-11-14T01:46:01.000Z,"Magalí cunhaEm resposta a 
@heydavidhere
 e 
@folha",1,,
Mary.,@mary_braga25,2021-11-14T01:40:11.000Z,"Mary.Em resposta a 
@mfriasoficial",,,
Kadu Morand,@KaduMorand,2021-11-14T01:38:47.000Z,"Kadu MorandEm resposta a 
@MarcosQuezado1",,1,4
Luiz Fernando,@LFHSluiz,2021-11-14T01:31:44.000Z,"Luiz FernandoAs marmitas com camarão que Wagner Moura levou ao MST foi paga com dinheiro da lei Rouanet, pelo PT, ou governadores de esquerda?",,,
Portal R7.com,@portalR7,2021-11-14T01:30:00.000Z,Portal R7.comMPF vai à Justiça por passaporte sanitário na Lei Rouanet https://r7.com/rCI4,1,,9
Antonio Cesar,@Antonio39232729,2021-11-14T01:27:13.000Z,Antonio CesarTchau lei rouanet!!!,,,1
SwordLaser_2,@2Swordlaser,2021-11-14T01:23:34.000Z,"SwordLaser_2Em resposta a 
@2Swordlaser
 @lordepegasus96
 e 
@XboxBR",1,,
Sergio M S Mumare,@smsmumare,2021-11-14T01:19:28.000Z,"Sergio M S MumareEm resposta a 
@roxmo",,,
Lia Carneiro (2a conta),@LiaCarneiro11,2021-11-14T01:14:57.000Z,"Lia Carneiro (2a conta)Em resposta a 
@HirokiEtsuko_
 @TaniaAniger
 e 
@BolsonaroSP",1,,
elo.03,@elo0311,2021-11-14T01:07:10.000Z,"elo.03Em resposta a 
@silvionavarro",,,
Dante Grisi,@GrisiDante,2021-11-14T01:02:02.000Z,"Dante GrisiQue digam Caetano Veloso, Gilberto Gil, Chico Buarque e outros milhares, que além de secarem as tetas e as mutretas da Lei Rouanet, onde cada recebe uma bolada mensal de “anistiado” que daria pra pagar mais de 30 trabalhadores honestos e cidadãos de bem.",,1,4
SoLulaland13 ✠,@solcaetanocost1,2021-11-14T00:58:58.000Z,"SoLulaland13 ✠E o intelectual, diz que é jornalista. Não se informa, nem sobre o q tuita. Desonesto, FOI DOAÇÃO, FUDIDO! Pobre não pode comer acarajé?
Bolsonarista tem tesão com a Lei Rouanet, impressão que dá: eles imaginam uma rola qdo pronunciam. Típico ""jornalista"" formado nas coxas.",1,,1
Marcelo Matta . ' .,@Marcelo__Matta,2021-11-14T00:56:46.000Z,"Marcelo Matta . ' .Em resposta a 
@mfriasoficial",,,
L.Flávio,@LFRPATRIOTS,2021-11-14T00:54:24.000Z,"L.FlávioEm resposta a 
@andreporci",,,
Thais,@tais_negrao,2021-11-14T00:53:37.000Z,"ThaisEm resposta a 
@mfriasoficial",,,24
Pety,@petyfoca,2021-11-14T00:53:33.000Z,"PetyEm resposta a 
@mfriasoficial",,,
Hora Brasília,@horabrasilia,2021-11-14T00:49:28.000Z,"Hora BrasíliaA atriz, que já teve diversos dos seus trabalhos pagos com recursos da Lei Rouanet, Alinne Moraes aproveitou uma entrevista para se posicionar publicamente contra o governo do presidente Jair Bolsonaro (sem partido). Em entrevista à revista de moda femin… https://instagr.am/p/CWPGJzqNunR/",,1,1
Rosa,@Rosamouragmail1,2021-11-14T00:44:12.000Z,"RosaEm resposta a 
@roxmo",,,
Expresso222,@expresso222_br,2021-11-14T00:27:34.000Z,Expresso222Deputados apresentam projeto contra veto à exigência de vacina em eventos da Lei Rouanet – Hora do Povo,,,
Simone de Moraes,@SimonedeMoraes,2021-11-14T00:26:03.000Z,"Simone de MoraesCê tá falando daquele peba do Rio das Pedras deslumbrado quando é reconhecido por uma chanceler, quando dá umazinha, quando come bife de 1.700 pilas, ou quando faz Lei Rouanet de comida vencida?",,,1
Historiadora sem fronteiras,@MargotBM13,2021-11-14T00:19:29.000Z,"Historiadora sem fronteirasEm resposta a 
@lucy_castro",1,,1
JUSTICEIRO SOLITÁRIO DIREITISTA,@JUSTICEIROSOLI2,2021-11-14T00:16:12.000Z,"JUSTICEIRO SOLITÁRIO DIREITISTAEm resposta a 
@JUSTICEIROSOLI2
 e 
@SergioKraemer1",1,,
alcides drummond,@alcidesdrummond,2021-11-14T00:12:58.000Z,"alcides drummondEm resposta a 
@BolsonaroSP",,,
Sylvio Faria,@faria_sylvio,2021-11-14T00:11:24.000Z,"Sylvio FariaEm resposta a 
@BolsonaroSP",,,
Paul Brow®,@PaulXbrow2,2021-11-14T00:03:04.000Z,Paul Brow®Santa lei Rouanet ,,,1
Agência Brasil,@agenciabrasil,2021-11-14T00:00:01.000Z,"Agência BrasilMinistério Público Federal (
@MPF_PGR
) vai à Justiça por passaporte sanitário em eventos da #LeiRouanet. Procuradora pede liminar para suspender portaria, publicada nesta semana, pela 
@CulturaGovBr
. Entenda: https://bit.ly/3osF324. 
Tânia Rêgo/Agência Brasil",2,,5
Fátima Dias,@FtimaDi56169834,2021-11-13T23:35:59.000Z,"Fátima DiasEm resposta a 
@a651b520d1434a6
 @kimpaim
 e 
@taoquei1",,,
Valterson Castro,@valtersoncastro,2021-11-13T23:26:18.000Z,"Valterson CastroEm resposta a 
@mfriasoficial",,,
O Futuro é Agora,@OFuturoAgora22,2021-11-13T23:20:47.000Z,"O Futuro é AgoraDestruiu tudo para artista brasileiro é: ""lei Rouanet"".",,,
Vanderci Carrara,@Vcarrare,2021-11-13T23:19:57.000Z,"Vanderci CarraraEm resposta a 
@BrazilFight",,,
D__Neto,@DelfoNeto,2021-11-13T23:18:48.000Z,"D__NetoEm resposta a 
@Zzumbi66
 e 
@DaniloGentili",,,2
Bruno,@Domquixote2020,2021-11-13T23:17:21.000Z,"BrunoEm resposta a 
@g1",,,1
Portal Varada,@PortalVarada,2021-11-13T23:11:54.000Z,Portal VaradaDeputados apresentam projeto contra veto à exigência de vacina em eventos da Lei Rouanet – Hora do Povo,,,
Sergio,@sergioreck,2021-11-13T23:09:11.000Z,"SergioEm resposta a 
@oiIuiz",,2,14
g1,@g1,2021-11-13T23:00:01.000Z,"g1Ação pede a suspensão de portaria publicada pelo governo nesta semana, que veta o passaporte em projetos financiados pela Lei Rouanet https://glo.bo/3HlPvRk #g1",7,7,106
MARIA MOORE,@MALUMOORE,2021-11-13T22:47:57.000Z,"MARIA MOOREEm resposta a 
@mfriasoficial",,,
Afonso Raimundo,@AfonsoRaimundo7,2021-11-13T22:47:11.000Z,"Afonso RaimundoEm resposta a 
@crisgomes1039",,,
Dona Clô,@clo_dona,2021-11-13T22:47:04.000Z,"Dona ClôEm resposta a 
@Isrrael_barbosa
 @H_Nellim
 e mais 2",1,,2
Rô Moreira,@MulheresRo,2021-11-13T22:42:33.000Z,"Rô MoreiraEm resposta a 
@mfriasoficial",,,
Historiadora sem fronteiras,@MargotBM13,2021-11-13T22:40:55.000Z,"Historiadora sem fronteirasEm resposta a 
@hmfm",,,1
"Lula ladrão, roubou toda nação!",@Railda64,2021-11-13T22:37:08.000Z,"Lula ladrão, roubou toda nação!Mais uma viúva da lei rouanet que caiu nos ostracismo e tem que criticar o Presidente Bolsonaro pra aparecer. Patética!",,,
Hélio,@hjf1628,2021-11-13T22:34:57.000Z,"HélioEm resposta a 
@mfriasoficial",,,
Eduardo Ardo,@EduardoArdo6,2021-11-13T22:34:11.000Z,"Eduardo ArdoEm resposta a 
@roxmo",,,
expedito moura,@expeditomoura,2021-11-13T22:32:22.000Z,expedito mouraEssa vagabunda quer dinheiro da lei Rouanet,,,
Daniel Freitas,@DanielF70143460,2021-11-13T22:32:19.000Z,"Daniel FreitasEm resposta a 
@mfriasoficial",,,
@alicefez,@alicefez,2021-11-13T22:30:31.000Z,"@alicefezEm resposta a 
@andreporci",,,3
Nina Imunizadah,@MarinaNinas,2021-11-13T22:30:00.000Z,"Nina ImunizadahEm resposta a 
@CavsBruno
 e 
@Metropoles",,,
Sandriza Zanazi,@Zasandri,2021-11-13T22:25:37.000Z,"Sandriza ZanaziDestruiu tudo o que!? Mamata das tetas!? Lei ROUANET para bancar  casamentos luxuosos, ou 16% de aumento pro judiciário, enquanto CLASSE MEDIA , DEPOIS de quase 
16 ANOS vira  CLASSE MERDA , pagando a conta!? Hummm",,,
Ramon Camina,@ramoncamina,2021-11-13T22:23:42.000Z,"Ramon CaminaEm resposta a 
@H_Nellim
 e 
@mfriasoficial",1,,1
Welington,@Welingt64159593,2021-11-13T22:23:27.000Z,"WelingtonEm resposta a 
@taoquei1",,,
Marcello,@BotsowEuro,2021-11-13T22:20:46.000Z,MarcelloLei rouanet deve ter pago esse camarao,,,1
José Eduardo Chapon,@libertyvalance_,2021-11-13T22:15:06.000Z,"José Eduardo ChaponEm resposta a 
@MarcosQuezado1
 e 
@nelsonf154",,2,2
Sonia Rocha Santos,@Zorra_rs,2021-11-13T22:08:27.000Z,"Sonia Rocha SantosEm resposta a 
@mfriasoficial",,,1
Notisul,@jornalnotisul,2021-11-13T22:07:55.000Z,NotisulMPF vai à Justiça por passaporte sanitário na Lei Rouanet,,,
Luiz de Oliveira,@gino_professor,2021-11-13T22:07:23.000Z,"Luiz de OliveiraEm resposta a 
@taoquei1",,,
Nelson Marques,@NelsonM98657674,2021-11-13T22:06:17.000Z,Nelson MarquesOutro vagabundo mamando na Lei Rouanet. Acabou a mamata.,,,
leni,@lenident,2021-11-13T21:48:04.000Z,"leniSim , acabou com a mamata da Lei Rouanet !! O choro é livre !!",,,
Victor Hugo Furtado,@vh_furtado,2021-11-13T21:46:06.000Z,"Victor Hugo FurtadoEm resposta a 
@RaquelCompassi",,,1
João Mariano de Almeida,@mariano13_joao,2021-11-13T21:44:43.000Z,João Mariano de Almeida#wagnermouracomunistacaviar....quer grana da Lei Rouanet mas mora nos EUA......,,,
Willy V. Salinas,@WillyVSalinas,2021-11-13T21:43:47.000Z,"Willy V. SalinasOs parasitas da Lei Rouanet odeiam o PR, pq JB acabou com a farra com o dinheiro do povo brasileiro.",,2,2
João N. Neto,@joaonrneto,2021-11-13T21:37:57.000Z,"João N. NetoEm resposta a 
@mfriasoficial",,,
Claudemir.,@Claudemirbsilva,2021-11-13T21:37:29.000Z,"Claudemir.Em resposta a 
@andreporci",,2,6
José Eduardo Chapon,@libertyvalance_,2021-11-13T21:32:04.000Z,"José Eduardo ChaponJá que a Lei Rouanet não mais os sustenta, todos os ‘artistas’ de esquerda aspiram à Academia Brasileira de Letras, na esperança de viver de jetons.",,1,5
Rádio Pampa,@radiopampapoa,2021-11-13T21:30:16.000Z,"Rádio PampaMinistério Público Federal vai à Justiça para que passaporte da vacina possa ser cobrado em eventos da Lei Rouanet:

Leia em http://radiopampa.com.br ⠀⠀
⠀⠀
#RádioPampa #RedePampa #Pampa #rádio #Informação #notícia #portoalegre #riograndedosul",,,2
José Antônio,@JosAntn60111526,2021-11-13T21:28:54.000Z,"José AntônioEm resposta a 
@BolsonaroSP",5,2,4
